file_id,file_path,page_no,image_path,status
0c325950786cc6260375b4d729903552,LA_district5_data_raw/อำเภอพิมาย/ตำบลกระเบื้องใหญ่/หน่วยเลือกตั้งที่ 1/น.1 ต.กระเบื้องใหญ่ ส.ส.5_18 (บช).pdf,2,pipeline_output/images/0c325950786cc6260375b4d729903552/p2.png,pending
0c325950786cc6260375b4d729903552,LA_district5_data_raw/อำเภอพิมาย/ตำบลกระเบื้องใหญ่/หน่วยเลือกตั้งที่ 1/น.1 ต.กระเบื้องใหญ่ ส.ส.5_18 (บช).pdf,3,pipeline_output/images/0c325950786cc6260375b4d729903552/p3.png,pending
0c325950786cc6260375b4d729903552,LA_district5_data_raw/อำเภอพิมาย/ตำบลกระเบื้องใหญ่/หน่วยเลือกตั้งที่ 1/น.1 ต.กระเบื้องใหญ่ ส.ส.5_18 (บช).pdf,4,pipeline_output/images/0c325950786cc6260375b4d729903552/p4.png,pending
df838e8e89a4707ff202a504c3924fbd,LA_district5_data_raw/อำเภอพิมาย/ตำบลกระเบื้องใหญ่/หน่วยเลือกตั้งที่ 1/น.1 ต.กระเบื้องใหญ่ ส.ส.5_18.pdf,1,pipeline_output/images/df838e8e89a4707ff202a504c3924fbd/p1.png,pending
df838e8e89a4707ff202a504c3924fbd,LA_district5_data_raw/อำเภอพิมาย/ตำบลกระเบื้องใหญ่/หน่วยเลือกตั้งที่ 1/น.1 ต.กระเบื้องใหญ่ ส.ส.5_18.pdf,2,pipeline_output/images/df838e8e89a4707ff202a504c3924fbd/p2.png,pending
160a1b51005cc1cbb633e9e34b2e36a3,LA_district5_data_raw/อำเภอพิมาย/ตำบลกระเบื้องใหญ่/หน่วยเลือกตั้งที่ 10/น.10 ต.กระเบื้องใหญ่ ส.ส.5_18 (บช).pdf,1,pipeline_output/images/160a1b51005cc1cbb633e9e34b2e36a3/p1.png,pending
160a1b51005cc1cbb633e9e34b2e36a3,LA_district5_data_raw/อำเภอพิมาย/ตำบลกระเบื้องใหญ่/หน่วยเลือกตั้งที่ 10/น.10 ต.กระเบื้องใหญ่ ส.ส.5_18 (บช).pdf,2,pipeline_output/images/160a1b51005cc1cbb633e9e34b2e36a3/p2.png,pending
160a1b51005cc1cbb633e9e34b2e36a3,LA_district5_data_raw/อำเภอพิมาย/ตำบลกระเบื้องใหญ่/หน่วยเลือกตั้งที่ 10/น.10 ต.กระเบื้องใหญ่ ส.ส.5_18 (บช).pdf,3,pipeline_output/images/160a1b51005cc1cbb633e9e34b2e36a3/p3.png,pending
160a1b51005cc1cbb633e9e34b2e36a3,LA_district5_data_raw/อำเภอพิมาย/ตำบลกระเบื้องใหญ่/หน่วยเลือกตั้งที่ 10/น.10 ต.กระเบื้องใหญ่ ส.ส.5_18 (บช).pdf,4,pipeline_output/images/160a1b51005cc1cbb633e9e34b2e36a3/p4.png,pending
31b61bde306e7acada7d42a364e4b112,LA_district5_data_raw/อำเภอพิมาย/ตำบลกระเบื้องใหญ่/หน่วยเลือกตั้งที่ 10/น.10 ต.กระเบื้องใหญ่ ส.ส.5_18.pdf,1,pipeline_output/images/31b61bde306e7acada7d42a364e4b112/p1.png,pending
31b61bde306e7acada7d42a364e4b112,LA_district5_data_raw/อำเภอพิมาย/ตำบลกระเบื้องใหญ่/หน่วยเลือกตั้งที่ 10/น.10 ต.กระเบื้องใหญ่ ส.ส.5_18.pdf,2,pipeline_output/images/31b61bde306e7acada7d42a364e4b112/p2.png,pending
